Subject,Predicate,Object
Study,includes,LennoxGastautSyndromePatients
DravetSyndrome,classifiedAs,SevereEpilepticEncephalopathy
LennoxGastautSyndrome,classifiedAs,SevereEpilepticEncephalopathy
Cannabidiol,actsVia,TRPV1Modulation
Cannabidiol,actsVia,GPR55Antagonism
Cannabidiol,actsVia,ENT1Inhibition
Study,poolsDataFrom,FourPhase3Trials
Trial,randomized,Patients
Trial,doubleBlind,TRUE
Trial,usesControl,Placebo
Cannabidiol,dose,TenMgPerKgPerDay
Cannabidiol,dose,TwentyMgPerKgPerDay
TreatmentPeriod,duration,FourteenWeeks
SafetyAssessment,records,AdverseEvent
Cannabidiol,reduces,PrimarySeizureFrequency
Cannabidiol,reduces,DropSeizureFrequency
Cannabidiol,reduces,ConvulsiveSeizureFrequency
Cannabidiol,effectiveIn,OverallPopulation
Cannabidiol,effectiveIn,ClobazamSubgroup
Cannabidiol,achieves,FiftyPercentResponderRate
Cannabidiol,achieves,SeventyFivePercentResponderRate
Cannabidiol,increases,SeizureFreeDays
Cannabidiol,improves,GlobalImpressionOfChange
Cannabidiol,associatedWith,Somnolence
Cannabidiol,associatedWith,Sedation
Somnolence,moreFrequentWith,ClobazamCombination
Cannabidiol,associatedWith,ElevatedTransaminases
ElevatedTransaminases,associatedWith,ValproateCoMedication
Study,reports,NoIncreaseInMortality
Cannabidiol,demonstrates,AntiseizureEfficacy
Cannabidiol,hasEfficacy,IndependentOfClobazam
Cannabidiol,interactsWith,ClobazamPharmacokinetics
CYP2C19Inhibition,increases,NDesmethylclobazamLevel
CBDAndClobazam,mayHave,SynergisticEffect
Study,limitedBy,PostHocSubgroupAnalysis
Study,limitedBy,PolypharmacyConfounding
Cannabidiol,hasAcceptable,SafetyProfile
LennoxGastautSyndrome,classifiedAs,DevelopmentalAndEpilepticEncephalopathy
DevelopmentalAndEpilepticEncephalopathy,characterizedBy,DevelopmentalImpairment
DevelopmentalAndEpilepticEncephalopathy,characterizedBy,FrequentEpilepticActivity
DravetSyndrome,associatedWith,TreatmentResistance
LennoxGastautSyndrome,associatedWith,TreatmentResistance
LennoxGastautSyndrome,reduces,QualityOfLife
DravetSyndrome,hasSeizureType,TonicClonicSeizure
DravetSyndrome,hasSeizureType,MyoclonicSeizure
DravetSyndrome,hasSeizureType,AtypicalAbsenceSeizure
LennoxGastautSyndrome,hasSeizureType,DropSeizure
LennoxGastautSyndrome,hasSeizureType,TonicSeizure
Soticlestat,is,Cholesterol24HydroxylaseInhibitor
Soticlestat,alsoKnownAs,TAK935
Cholesterol24Hydroxylase,alsoKnownAs,CYP46A1
CYP46A1,converts,Cholesterol
CYP46A1,produces,24SHydroxycholesterol
24SHydroxycholesterol,modulates,NMDAReceptor
Soticlestat,reduces,GlutamatergicHyperexcitability
ELEKTRA,is,Phase2ClinicalTrial
ELEKTRA,hasDesign,RandomizedDoubleBlindPlaceboControlled
Patient,ageRange,TwoToSeventeenYears
Patient,diagnosedWith,LennoxGastautSyndrome
EligibilityCriteria,requires,MinimumSeizureFrequency
Randomization,ratio,OneToOne
Soticlestat,maxDose,ThreeHundredMilligramBID
DoseOptimizationPeriod,duration,EightWeeks
MaintenancePeriod,duration,TwelveWeeks
SeizureFrequency,recordedUsing,DailySeizureDiary
ELEKTRA,enrolled,OneHundredFortyOnePatients
ModifiedIntentToTreatPopulation,size,OneHundredThirtyNine
Soticlestat,reduces,SeizureFrequency
Soticlestat,achieves,ThirtyPercentMedianReduction
Soticlestat,reduces,ConvulsiveSeizureFrequency
Soticlestat,reduces,DropSeizureFrequency
Soticlestat,moreEffectiveIn,DravetSyndrome
Soticlestat,reduces,Plasma24HCLevel
Plasma24HCLevel,decreasesDuring,FirstTwoWeeks
Plasma24HCLevel,remainsStableDuring,MaintenancePeriod
ResponderRate,definedAs,GreaterThanFiftyPercentReduction
Soticlestat,increases,ResponderRate
Soticlestat,improves,ClinicalGlobalImpression
AdverseEvent,mostCommon,UpperRespiratoryInfection
AdverseEvent,mostCommon,Somnolence
SeriousAdverseEvent,frequency,SimilarToPlacebo
Study,reports,NoDeath
Soticlestat,demonstrates,NovelMechanismOfAction
CYP46A1Inhibition,reduces,NeuronalHyperexcitability
24SHydroxycholesterolReduction,servesAs,PharmacodynamicBiomarker
Soticlestat,exhibits,FavorableSafetyProfile
DravetSyndrome,exhibits,GreaterTreatmentResponse
LennoxGastautSyndrome,exhibits,VariableTreatmentResponse
Study,limitedBy,ClinicalTrialSetting
DravetSyndrome,hasSeizureTrigger,Hyperthermia
DravetSyndrome,hasSeizureType,AfebrileSeizure
DravetSyndrome,hasComorbidity,IntellectualDisability
DravetSyndrome,hasMortalityRisk,SUDEP
SerotoninSystem,modulates,EpilepticActivity
Fenfluramine,hasAntiseizureEffectIn,DravetSyndrome
Scn1aHeterozygousMouse,models,DravetSyndrome
HyperthermiaProtocol,induces,Seizure
SeizureSeverity,quantifiedBy,ModifiedRacineScale
GR46611,isSelectiveAgonistOf,HTR1D
CP93129,isSelectiveAgonistOf,HTR1B
Zolmitriptan,isAgonistOf,HTR1B
Zolmitriptan,isAgonistOf,HTR1D
DOI,isAgonistOf,HTR2A
DOI,isAgonistOf,HTR2C
DrugAdministration,occursBefore,HyperthermiaChallenge
GR46611,increases,HyperthermiaSeizureThreshold
GR46611,reduces,SeizureSeverity
GR46611,reduces,SeizureOccurrence
GR46611,induces,SeizureFreedom
GR46611,doesNotAlter,Thermoregulation
Zolmitriptan,reduces,SeizureSeverity
Zolmitriptan,doesNotIncrease,SeizureThreshold
CP93129,doesNotReduce,SeizureSeverity
CP93129,doesNotIncrease,SeizureThreshold
DOI,doesNotReduce,SeizureSeverity
DOI,doesNotIncrease,SeizureThreshold
GR46611,improves,Survival
GR46611,reduces,EarlyDeath
HTR1DActivation,reduces,SeizureSusceptibility
HTR1DActivation,reduces,SeizureSeverity
HTR1DActivation,reduces,Mortality
HTR1D,expressedIn,Thalamus
HTR1D,modulates,SensoryAfferentSignaling
Hyperthermia,actsAs,SensorySeizureTrigger
HTR1DTargeting,represents,TherapeuticStrategyForDravetSyndrome
SerotonergicTherapy,mayBenefit,SensoryTriggeredEpilepsy
DravetSyndrome,hasComorbidity,DevelopmentalDelay
PhenotypicSeverity,modifiedBy,GeneticModifier
MouseStrainBackground,influences,EpilepsySeverity
Scn1aPlusMinusMouse,exhibits,StrainDependentPhenotype
129Strain,confers,NormalSurvival
C57BL6JStrain,confers,HighPrematureMortality
Dsm1Locus,locatedOn,Chromosome5
Dsm1Locus,refinedTo,NineMegabaseInterval
IntervalSpecificCongenicMapping,identifies,Dsm1Locus
RNASeq,identifies,DifferentialGeneExpression
RNASeq,performedOn,Hippocampus
Dsm1Locus,contains,Gabra2
Dsm1Locus,contains,Nsun7
Dsm1Locus,contains,Bend4
Gabra2,encodes,GABAAReceptorAlpha2Subunit
129Allele,increases,Gabra2Expression
B6Allele,reduces,Gabra2Expression
HighGabra2Expression,correlatesWith,ImprovedSurvival
LowGabra2Expression,correlatesWith,PrematureDeath
Gabra2Expression,regulatedBy,LocalEQTL
Gabra2Expression,exhibits,AlleleSpecificExpression
Survival,doesNotCorrelateWith,SeizureFrequency
Clobazam,hasAffinityFor,GABRA2
Clobazam,increases,HyperthermiaSeizureThreshold
HighDoseClobazam,prevents,HyperthermiaInducedSeizure
TherapeuticDoseClobazam,doesNotPrevent,HyperthermiaInducedSeizure
HighDoseClobazam,exceeds,HumanTherapeuticPlasmaRange
GABRA2,modulates,InhibitoryNeurotransmission
GABRA2,influences,ExcitatoryInhibitoryBalance
AlteredGABRA2Expression,modifies,SUDEPRisk
ModifierGene,influences,DiseaseSeverity
GABRA2,represents,TherapeuticTarget
GeneticModifier,informs,RiskStratification
GeneticModifier,informs,PrecisionTreatment
DravetSyndrome,hasSeizureType,AfebrileGeneralizedTonicClonicSeizure
DravetSyndrome,hasComorbidity,MotorDysfunction
DravetSyndrome,respondsPoorlyTo,SodiumChannelBlocker
Scn1aPlusMinusMouse,exhibits,SpontaneousSeizure
Scn1aPlusMinusMouse,exhibits,HyperthermiaInducedSeizure
HyperthermiaProtocol,induces,GeneralizedTonicClonicSeizure
SpontaneousSeizureMonitoring,quantifies,SeizureFrequency
SpontaneousSeizureMonitoring,quantifies,SeizureSeverity
SeizureSeverity,definedBy,TonicHindlimbExtension
HyperthermiaPriming,models,ClinicalSeizureProgression
HyperthermiaPriming,increases,SubsequentSpontaneousSeizureRisk
DrugAdministration,targets,HumanTherapeuticPlasmaRange
PharmacokineticMonitoring,ensures,ClinicallyRelevantExposure
Clobazam,reduces,HyperthermiaInducedSeizureOccurrence
Clobazam,reduces,SpontaneousSeizureFrequency
Clobazam,reduces,SeizureSeverity
Clobazam,reduces,Mortality
ValproicAcid,increases,HyperthermiaSeizureThreshold
ValproicAcid,reduces,HyperthermiaInducedSeizureOccurrence
ValproicAcid,reduces,SeizureSeverity
Stiripentol,increases,HyperthermiaSeizureThreshold
Stiripentol,requires,SupratherapeuticExposureForEfficacy
Levetiracetam,increases,HyperthermiaSeizureThreshold
Phenobarbital,increases,HyperthermiaSeizureThreshold
Lamotrigine,reduces,HyperthermiaSeizureThreshold
Lamotrigine,increases,SpontaneousSeizureFrequency
Lamotrigine,reduces,SeizureSeverity
Lamotrigine,improves,Survival
Carbamazepine,reduces,SeizureSeverity
Carbamazepine,doesNotReduce,SeizureFrequency
Topiramate,reduces,SeizureSeverity
Topiramate,improves,Survival
Stiripentol,inhibits,CYP2C19
CYP2C19Inhibition,increases,ClobazamPlasmaLevel
CYP2C19Inhibition,increases,NDesmethylclobazamPlasmaLevel
ClobazamPlusStiripentol,reduces,SpontaneousSeizureOccurrence
ClobazamPlusStiripentol,increases,SeizureFreeProportion
Benzodiazepine,enhances,GABAergicInhibition
GABAergicInhibition,reduces,NeuronalHyperexcitability
ReducedNeuronalHyperexcitability,reduces,SeizureProbability
SodiumChannelBlocker,exacerbates,DravetSyndromeSeizure
HyperthermiaPriming,improves,PreclinicalDrugScreeningSensitivity
Scn1aMouseModel,predicts,ClinicalDrugResponse
PharmacokineticAlignment,improves,TranslationalValidity
SGE516,actsAs,PositiveAllostericModulatorOfGABAAReceptor
SGE516,administeredBy,OralChow
SGE516,increases,HyperthermiaSeizureThreshold
SGE516,reduces,SpontaneousSeizureFrequency
SGE516,reduces,PrematureMortality
SGE516,improves,Survival
SGE516,reduces,ElectrographicSeizureFrequency
SGE516,reduces,ProgressionToTonicHindlimbExtension
NeuroactiveSteroid,enhances,GABAergicInhibition
EnhancedGABAergicInhibition,reduces,NeuronalHyperexcitability
DravetSyndrome,exhibits,VariableSeverity
DiseaseSeverity,modifiedBy,GeneticModifier
Gabra2,identifiedAs,CandidateModifierGene
GABAAReceptor,mediates,InhibitoryNeurotransmission
Scn1aPlusMinusMouse,crossedWith,129Strain
Scn1aPlusMinusMouse,crossedWith,C57BL6JStrain
SeizureSeverity,quantifiedBy,BehavioralScoring
RNASeq,quantifies,GeneExpression
Gabra2Expression,higherIn,129Allele
Gabra2Expression,lowerIn,C57BL6JAllele
HigherGabra2Expression,improves,Survival
LowerGabra2Expression,increases,Mortality
Gabra2Expression,influences,SUDEPRisk
Gabra2Expression,doesNotCorrelateWith,SeizureFrequency
Gabra2Expression,modulates,DiseaseSeverity
Clobazam,actsOn,GABAAReceptor
Clobazam,hasHigherEfficacyWith,HighGabra2Expression
Clobazam,improves,Survival
GABRA2,modulates,InhibitoryTone
InhibitoryTone,regulates,NetworkExcitability
AlteredInhibitoryTone,modifies,EpilepsySeverity
Gabra2,represents,TherapeuticTarget
Soticlestat,inhibits,Cholesterol24Hydroxylase
Cholesterol24Hydroxylase,produces,24SHydroxycholesterol
Soticlestat,reduces,Brain24SHydroxycholesterolLevel
Soticlestat,reduces,SpontaneousSeizureFrequency
Soticlestat,reduces,ElectroclinicalSeizureFrequency
Soticlestat,reduces,SeizureSeverity
Soticlestat,prevents,SuddenUnexpectedDeathInEpilepsy
Soticlestat,increases,HyperthermiaSeizureThreshold
Soticlestat,prevents,TonicHindlimbExtension
Soticlestat,improves,Survival
Soticlestat,hasTarget,CYP46A1
CYP46A1,expressedIn,CorticalNeurons
CYP46A1,expressedIn,HippocampalNeurons
Scn1aHaploinsufficiency,causes,DravetSyndrome
Scn1aHaploinsufficiency,leadsTo,SpontaneousSeizures
Scn1aHaploinsufficiency,increasesRiskOf,SUDEP
DravetSyndrome,characterizedBy,HyperthermiaInducedSeizures
Soticlestat,reduces,ProgressionToBrainstemInvolvement
BrainstemInvolvement,increasesRiskOf,SUDEP
Soticlestat,modulates,CholesterolMetabolism
Reduced24SHydroxycholesterol,modulates,NMDAReceptorSignaling
Reduced24SHydroxycholesterol,reduces,NeuronalHyperexcitability
Soticlestat,demonstrates,DiseaseModifyingEffect
Soticlestat,reduces,SeizureBurden
Soticlestat,maintains,NormalLocomotorActivity
Soticlestat,doesNotCause,Sedation
Soticlestat,reduces,SeizureRelatedMortality
Perampanel,reducesSeizureFrequency,SpontaneousRecurrentSeizures
Perampanel,reducesSeizureSeverity,HyperthermiaInducedSeizures
Perampanel,increasesSeizureThresholdTemperature,HyperthermiaInducedSeizures
Perampanel,reducesIctalDischargeDuration,EpilepticDischarges
Perampanel,reducesIctalDischargeFrequency,EpilepticDischarges
Perampanel,reducesInterictalSpikeFrequency,InterictalSpikes
Perampanel,hasMechanismOfAction,AMPAReceptorAntagonism
AMPAReceptorAntagonism,reduces,GlutamatergicNeurotransmission
ReducedGlutamatergicTransmission,decreases,NeuronalHyperexcitability
Scn1aMutation,causes,GABAergicInterneuronDysfunction
GABAergicInterneuronDysfunction,leadsTo,NetworkHyperexcitability
Perampanel,improves,TemperatureTolerance
Perampanel,demonstratesSynergyWith,Stiripentol
Perampanel,demonstratesSynergyWith,ValproicAcid
CombinationTherapy,reduces,HeatInducedSeizureSusceptibility
CombinationTherapy,reduces,HeatInducedSeizureSeverity
Perampanel,isEffectiveIn,Scn1aE1099XMouseModel
Scn1aE1099XMouseModel,models,DravetSyndrome
ValproicAcid,increases,SeizureThresholdTemperature
Phenytoin,worsens,HyperthermiaInducedSeizures
SodiumChannelBlockers,areContraindicatedIn,DravetSyndrome
Perampanel,hasHighOralBioavailability,TRUE
NBQX,sharesMechanismWith,Perampanel
NBQX,inhibits,AMPAReceptors
Perampanel,modulates,AMPAReceptorSubunitExpression
AMPAReceptorInhibition,reduces,SeizureSeverity
Hyperthermia,triggers,Seizures
DravetSyndrome,hasTrigger,Fever
Perampanel,hasTherapeuticPotentialFor,DravetSyndrome
Zebrafish,usedAs,ModelForNeurologicalDisorders
Zebrafish,usedFor,EpilepsyDrugDiscovery
Electroencephalography,usedToIdentify,EpilepticActivity
InvasiveEEG,causes,TissueDamage
NonInvasiveEEG,reduces,TissueDamage
ZebrafishLarva,allows,HighThroughputScreening
iZAP,recordsFrom,MultipleZebrafishSimultaneously
MicrofluidicChamber,restrains,ZebrafishLarva
MicrofluidicChamber,orients,ZebrafishHeadToElectrode
SurfaceElectrode,contacts,ZebrafishHead
SurfaceElectrode,records,FieldPotential
RecordingSystem,samplesAt,OneKilohertz
SurfaceElectrodeArray,covers,Forebrain
SurfaceElectrodeArray,covers,OpticTectum
SurfaceElectrodeArray,covers,Midbrain
SurfaceElectrodeArray,covers,Hindbrain
ReferenceElectrode,reduces,ElectricalNoise
CrossCorrelation,quantifies,SpatialSignalSimilarity
SeizureScore,represents,SeizureExtent
Algorithm,distinguishes,SeizureFromMovementArtifact
Pentylenetetrazole,induces,ElectrographicSeizure
PTZExposure,induces,IctalDischarge
PTZExposure,induces,InterictalDischarge
ElectrographicSeizure,hasPhenotype,HighAmplitudeBurst
InterictalDischarge,hasFrequency,FortyToFiftyHertz
IctalDischarge,enrichedAt,LowFrequencyBand
ElectrographicSeizure,clustersIn,Time
EyeMovement,generates,ElectrooculographyArtifact
TailMovement,generates,ElectromyographyArtifact
Paralysis,reduces,MovementArtifact
Paralysis,doesNotEliminate,ElectrographicSeizure
scn1LabMutantZebrafish,exhibits,SpontaneousElectrographicSeizure
SpontaneousSeizure,maximalAt,ThreeToFiveDaysPostFertilization
SpontaneousSeizure,exhibits,CircadianModulation
DarkPhase,increases,SeizureActivity
SeizureFrequency,declinesWith,Age
ValproicAcid,reduces,ElectrographicSeizureScore
Topiramate,reduces,ElectrographicSeizureScore
AntiseizureDrug,testedUsing,CrossOverDesign
CrossOverDesign,controlsFor,InterIndividualVariability
NonInvasiveEEG,enables,LongitudinalSeizureMonitoring
iZAP,improves,ThroughputOfDrugScreening
iZAP,improves,ReproducibilityOfEEGPhenotyping
ElectrophysiologyBasedScreening,complements,BehaviorBasedScreening
ZebrafishEEG,recapitulates,MammalianEEGFeatures
Cannabidiol,hasProperty,NonPsychoactive
Cannabidiol,doesNotBind,CB1Receptor
Cannabidiol,doesNotBind,CB2Receptor
Cannabidiol,inhibits,GPR55
Cannabidiol,inhibits,AdenosineReuptake
Cannabidiol,activates,TRPV1
DravetSyndrome,classifiedAs,TreatmentResistantEpilepsy
LennoxGastautSyndrome,classifiedAs,TreatmentResistantEpilepsy
ExpandedAccessProgram,treats,HighlyRefractoryEpilepsy
Cannabidiol,doseRange,TwoToTwentyFiveMgPerKgPerDay
Cannabidiol,coadministeredWith,ValproicAcid
Cannabidiol,coadministeredWith,Clobazam
Cannabidiol,reduces,TotalSeizureFrequency
Cannabidiol,induces,SeizureFreedom
Cannabidiol,achieves,ResponderStatus
ResponderStatus,observedIn,DravetSyndromePatients
ResponderStatus,observedIn,LennoxGastautSyndromePatients
Cannabidiol,maintains,EffectivenessOverTime
Cannabidiol,reduces,StatusEpilepticusEpisodes
Cannabidiol,hasRetentionRate,SixtyEightPercent
AdultPatients,haveHigher,TreatmentRetention
ClobazamCoadministration,increases,EarlyResponderProbability
Cannabidiol,effectiveIndependentOf,Clobazam
Cannabidiol,causes,Somnolence
Cannabidiol,causes,Diarrhea
Cannabidiol,causes,TransaminaseElevation
TransaminaseElevation,associatedWith,ValproicAcidCoadministration
Cannabidiol,leadsTo,TreatmentDiscontinuation
Cannabidiol,provides,AddOnTherapy
Cannabidiol,benefits,HighlyRefractoryEpilepsy
Cannabidiol,modulates,NeuronalExcitability
Cannabidiol,hasEffectIndependentOf,Dose
Cannabidiol,interactsWith,Clobazam
Cannabidiol,interactsWith,ValproicAcid
DravetSyndrome,associatedWith,SpontaneousSeizures
DravetSyndrome,associatedWith,BehavioralComorbidities
RodentModel,usedToStudy,EpilepsyPhenotype
TraditionalBehavioralAssay,misses,LowFrequencySeizure
HomeCageMonitoring,enables,ContinuousBehavioralAssessment
Scn1aHaploinsufficientMouse,models,DravetSyndrome
HomeCageMonitoringSystem,records,ContinuousVideo
HomeCageMonitoringSystem,records,LocomotorActivity
HomeCageMonitoringSystem,records,SleepWakeCycle
VideoTrackingAlgorithm,quantifies,MovementVelocity
VideoTrackingAlgorithm,quantifies,ImmobilityDuration
ElectrographicSeizure,correlatedWith,BehavioralArrest
HomeCageMonitoring,detects,SpontaneousSeizure
SpontaneousSeizure,occursDuring,SleepPhase
SpontaneousSeizure,associatedWith,BehavioralArrest
ElectrographicSeizure,coincidesWith,ReducedLocomotion
LowFrequencySeizure,missedBy,ShortObservationParadigm
SeizureOccurrence,exhibits,CircadianModulation
DarkPhase,increases,SeizureProbability
SleepFragmentation,increases,SeizureRisk
Scn1aHaploinsufficientMouse,exhibits,Hyperactivity
Scn1aHaploinsufficientMouse,exhibits,SleepDisruption
SleepDisruption,correlatesWith,SeizureBurden
ReducedImmobility,reflects,Hyperarousal
ContinuousMonitoring,improves,SeizureDetectionSensitivity
HomeCageMonitoring,enables,LongitudinalPhenotyping
SleepDisruption,represents,ModifiableSeizureRiskFactor
Cannabidiol,reduces,SeizureFrequency
Cannabidiol,treats,DrugResistantEpilepsy
PlantDerivedCannabidiol,usedIn,PreviousEpilepsyTrials
SyntheticCannabidiol,chemicallyIdenticalTo,PlantDerivedCannabidiol
SyntheticCannabidiol,expectedToHave,SimilarEfficacy
SyntheticCannabidiol,expectedToHave,SimilarTolerance
SyntheticCannabidiol,hasAdvantage,EasierQualityControl
SyntheticCannabidiol,hasAdvantage,UnlimitedProduction
SyntheticCannabidiol,hasAdvantage,ReducedEnvironmentalImpact
Study,isType,ProspectiveOpenLabel
Study,registeredAs,DRKS00013177
SyntheticCannabidiol,startingDose,5mgPerKgPerDay
SyntheticCannabidiol,maximumDose,50mgPerKgPerDay
SyntheticCannabidiol,administeredBy,OralRoute
SyntheticCannabidiol,dividedInto,TwoDailyDoses
SeizureFrequency,recordedUsing,ProspectiveSeizureDiary
VideoEEG,usedToMeasure,ObjectiveSeizureFrequency
Study,enrolled,35Patients
Study,includedInEfficacyAnalysis,32Patients
SyntheticCannabidiol,decreases,MotorSeizureFrequency
MotorSeizureFrequency,decreasesFrom,21.8PerMonth
MotorSeizureFrequency,decreasesTo,8.5PerMonthAt3Months
SyntheticCannabidiol,decreases,TotalSeizureFrequency
AdjustedMedianReduction,equals,40Percent
SyntheticCannabidiol,maintainsEfficacy,At6Months
SyntheticCannabidiol,maintainsEfficacy,At12Months
ResponderRate,greaterThan,50PercentReduction
Children,show,GreaterSeizureReductionThanAdults
SyntheticCannabidiol,reduces,SeizuresInDravetSyndromePatients
SyntheticCannabidiol,reduces,SeizuresInLennoxGastautSyndromePatients
SyntheticCannabidiol,reduces,SeizuresInOtherEpilepsies
SyntheticCannabidiol,causes,Somnolence
SyntheticCannabidiol,causes,Diarrhea
SyntheticCannabidiol,causes,LossOfAppetite
SyntheticCannabidiol,causes,WeightGain
SyntheticCannabidiol,causes,WeightLoss
SyntheticCannabidiol,elevates,LiverEnzymes
AdverseEvents,leadTo,TreatmentDiscontinuationInTwoPatients
SyntheticCannabidiol,increases,DesmethylclobazamLevels
SyntheticCannabidiol,increases,BrivaracetamLevels
SyntheticCannabidiol,interactsWith,AntiepilepticDrugs
SyntheticCannabidiol,provides,ClinicallyMeaningfulSeizureReduction
SyntheticCannabidiol,has,AcceptableSafetyProfile
SyntheticCannabidiol,exhibits,SimilarEfficacyToPlantDerivedCannabidiol
SyntheticCannabidiol,exhibits,SimilarToleranceToPlantDerivedCannabidiol
Children,respondBetterThan,Adults
SyntheticCannabidiol,efficacyIndependentOf,AEDChanges
SyntheticCannabidiol,reduces,SeizureFrequencyMeasuredByVideoEEG
SyntheticCannabidiol,reduces,SeizureFrequencyMeasuredByDiary
SyntheticCannabidiol,has,HighDrugInteractionPotential
SyntheticCannabidiol,is,ReasonableAlternativeToPlantDerivedCannabidiol
Cannabidiol,isEffectiveIn,DravetSyndrome
Cannabidiol,isEffectiveIn,LennoxGastautSyndrome
Cannabidiol,isEffectiveIn,TuberousSclerosisComplex
InterictalEpileptiformDischarges,associateWith,SeizureFrequency
InterictalEpileptiformDischarges,associateWith,SeizureSeverity
InterictalEpileptiformDischarges,associateWith,NeuropsychologicalDisturbances
SleepDisruption,contributesTo,CognitiveImpairment
Cannabidiol,hasUnknownEffectOn,InterictalEpileptiformActivity
Cannabidiol,hasUnknownEffectOn,SleepArchitecture
Study,isType,ProspectiveOpenLabelStudy
Study,approvedBy,InstitutionalEthicsCommittee
Cannabidiol,administeredBy,OralRoute
Cannabidiol,startingDose,5mgPerKgPerDay
Cannabidiol,targetDose,20mgPerKgPerDay
Cannabidiol,maximumDose,50mgPerKgPerDay
EEG,recordedAt,Baseline
EEG,recordedAt,ThreeMonths
EEG,usesSystem,TenTwentyElectrodePlacement
IEDRate,calculatedAs,EventsPerMinute
SleepArchitecture,evaluatedUsing,SleepMicrostructureMarkers
TwoIndependentRaters,evaluate,EEGSegments
Raters,blindedTo,ClinicalOutcome
Behavior,measuredUsing,ChildBehaviorChecklist
Children,haveMeanAge,10Point1Years
Cannabidiol,reduces,MotorSeizureFrequency
MotorSeizureFrequency,reducesBy,54Point7Percent
ResponderRate,equals,SixtyEightPercent
NoPatient,exhibits,SeizureFrequencyIncrease
IEDRate,decreasesFrom,36Point8EventsPerMinute
IEDRate,decreasesTo,19Point6EventsPerMinute
Cannabidiol,reduces,InterictalEpileptiformDischargeRate
IEDReduction,correlatesWith,SeizureReduction
IEDReduction,negativelyCorrelatesWith,BaselineIEDRate
CannabidiolDose,doesNotCorrelateWith,IEDReduction
SleepArchitecture,isAbnormalAt,Baseline
SleepArchitecture,improvesAt,ThreeMonths
SleepImprovement,observedIn,EightyFourPointSixPercentOfCases
BackgroundEEGActivity,remainsStableAfter,CannabidiolTreatment
CBCLTotalScore,decreasesAfter,CannabidiolTreatment
InternalizingProblems,decreaseAfter,CannabidiolTreatment
ExternalizingProblems,decreaseAfter,CannabidiolTreatment
BehavioralImprovement,doesNotCorrelateWith,IEDReduction
Cannabidiol,reduces,InterictalEpileptiformActivity
Cannabidiol,improves,SleepMicrostructure
Cannabidiol,reduces,SeizureFrequencyInChildren
IEDReduction,contributesTo,SeizureReduction
SleepImprovement,contributesTo,CognitiveFunctionImprovement
Cannabidiol,has,AcceptableSafetyProfile
Cannabidiol,has,VariableBioavailability
Cannabidiol,effectsInfluencedBy,EpilepsyEtiology
HigherBaselineIEDRate,associatesWith,LowerIEDReduction
Study,isLimitedBy,SmallSampleSize
Study,isLimitedBy,HeterogeneousCohort
FutureStudies,shouldInclude,LargerControlledCohorts
Epilepsy,associatesWith,CognitiveDysfunction
Epilepsy,associatesWith,BehavioralDisorders
UncontrolledSeizures,reduce,QualityOfLife
LennoxGastautSyndrome,isTypeOf,EpilepticEncephalopathy
Cannabidiol,causes,GastrointestinalSymptoms
FDA,approved,CannabidiolForLGS
FDA,approved,CannabidiolForDS
Cannabidiol,hasMinimal,PsychoactiveEffect
MinistryOfFoodAndDrugSafetyKorea,approved,CannabidiolForLGS
MinistryOfFoodAndDrugSafetyKorea,approved,CannabidiolForDS
Study,isType,RetrospectiveStudy
DravetSyndromePatients,haveMutation,SCN1A
LennoxGastautSyndromePatients,showEEGPattern,GeneralizedSharpAndSlowWaves
LennoxGastautSyndromePatients,showEEGPattern,ParoxysmalFastActivities
Cannabidiol,maintenanceDose,10mgPerKgPerDay
SeizureFrequency,measuredUsing,CaregiverReport
EEG,performedAt,Baseline
EEG,performedAt,ThreeMonths
EEG,performedAt,SixMonths
Safety,assessedUsing,LaboratoryTests
Study,enrolled,FortyFourPatients
Cannabidiol,reduces,SeizureFrequencyInLGS
Cannabidiol,reduces,SeizureFrequencyInDS
LGSGroup,showsSeizureReductionAt,ThreeMonths
LGSGroup,showsSeizureReductionAt,SixMonths
DSGroup,showsSeizureReductionAt,ThreeMonths
DSGroup,showsSeizureReductionAt,SixMonths
GoodOutcome,definedAs,MoreThanFiftyPercentSeizureReduction
LGSGroup,hasGoodOutcomeAtThreeMonths,ThirtyTwoPointThreePercent
LGSGroup,hasGoodOutcomeAtSixMonths,TwentyPointSixPercent
DSGroup,hasGoodOutcomeAtThreeMonths,ThirtyPercent
DSGroup,hasGoodOutcomeAtSixMonths,TwentyPercent
AdverseEvents,reportedIn,ThirtySixPointThreePercentOfPatients
GastrointestinalProblems,areMostCommon,AdverseEvent
NoLifeThreateningAdverseEvents,reportedIn,Study
Cannabidiol,isSafeIn,PediatricEpilepticEncephalopathy
Cannabidiol,isTolerableIn,PediatricEpilepsy
Cannabidiol,reduces,MotorSeizures
Cannabidiol,reduces,DropSeizuresInLGS
Cannabidiol,showsLowerEfficacyIn,DravetSyndromeThanLGS
Cannabidiol,increases,NDesmethylclobazamLevels
Study,isLimitedBy,SingleCenterDesign
Cannabidiol,isNonPsychotropic,Phytocannabinoid
Cannabidiol,hasAntiseizureEffectIn,DrugResistantEpilepsy
Cannabidiol,showsEfficacyIn,LennoxGastautSyndrome
Cannabidiol,showsEfficacyIn,DravetSyndrome
Cannabidiol,showsEfficacyIn,TuberousSclerosisComplex
