Subject,Predicate,Object,Section,Organism,PMCID
IntermediateHypothalamicRegion,SubClassOf,HypothalamusZone                  ,,,
LateralHypothalamicRegion,SubClassOf,HypothalamusZone                  ,,,
LateralHypothalamusZone,SubClassOf,HypothalamusZone                  ,,,
MedialHypothalamusZone,SubClassOf,HypothalamusZone                  ,,,
PeriventricularHypothalamusZone,SubClassOf,HypothalamusZone                  ,,,
PosteriorHypothalamicZone,SubClassOf,HypothalamusZone                  ,,,
PreopticArea,SubClassOf,HypothalamusZone                  ,,,
RetrochiasmaticArea,SubClassOf,HypothalamusZone                  ,,,
ElectrographicSeizure,SubClassOf,IctalPattern                  ,,,
SeizurePattern,SubClassOf,IctalPattern                  ,,,
StatusPattern,SubClassOf,IctalPattern                  ,,,
StatusSemiology,SubClassOf,IctalPattern                  ,,,
MagneticResonanceImaging,SubClassOf,ImagingModality                  ,,,
MagneticResonanceSpectroscopy,SubClassOf,ImagingModality                  ,,,
NuclearMedicineImaging,SubClassOf,ImagingModality                  ,,,
AnatomicalBoundaryEntity,SubClassOf,ImmaterialAnatomicalEntity                  ,,,
AnatomicalSpace,SubClassOf,ImmaterialAnatomicalEntity                  ,,,
SetofImmaterialAnatomicalEntities,SubClassOf,ImmaterialAnatomicalEntity                  ,,,
BiologicalSubstance,SubClassOf,IndependentContinuant                  ,,,
BodilyFeature,SubClassOf,IndependentContinuant                  ,,,
ClinicalDrugComponent,SubClassOf,IndependentContinuant                  ,,,
Electrode,SubClassOf,IndependentContinuant                  ,,,
EpilepsyZone,SubClassOf,IndependentContinuant                  ,,,
Gene,SubClassOf,IndependentContinuant                  ,,,
GeneAttribute,SubClassOf,IndependentContinuant                  ,,,
GenomicVariation,SubClassOf,IndependentContinuant                  ,,,
HumanBeing,SubClassOf,IndependentContinuant                  ,,,
MeasurementMethod,SubClassOf,IndependentContinuant                  ,,,
MeasurementUnit,SubClassOf,IndependentContinuant                  ,,,
ModelSystem,SubClassOf,IndependentContinuant                  ,,,
NervousSystemMeasurementModality,SubClassOf,IndependentContinuant                  ,,,
NeuroModulator,SubClassOf,IndependentContinuant                  ,,,
SpatialRegion,SubClassOf,IndependentContinuant                  ,,,
Stimulus,SubClassOf,IndependentContinuant                  ,,,
LeftIndexFinger,SubClassOf,IndexFinger                  ,,,
RightIndexFinger,SubClassOf,IndexFinger                  ,,,
IctalApnea,SubClassOf,InducedApnea                  ,,,
PostIctalApnea,SubClassOf,InducedApnea                  ,,,
CerebralAbcess,SubClassOf,Infection                  ,,,
Encephalitis,SubClassOf,Infection                  ,,,
Granulomas,SubClassOf,Infection                  ,,,
Meningitis,SubClassOf,Infection                  ,,,
ParasiticCysts,SubClassOf,Infection                  ,,,
LeftInsula,SubClassOf,Insula                  ,,,
RightInsula,SubClassOf,Insula                  ,,,
LeftInsulaAnteriorLobule,SubClassOf,InsulaAnteriorLobule                  ,,,
RightInsulaAnteriorLobule,SubClassOf,InsulaAnteriorLobule                  ,,,
InsulaAnteriorLobule,SubClassOf,InsulaLobule                  ,,,
InsulaPosteriorLobule,SubClassOf,InsulaLobule                  ,,,
LeftInsulaPosteriorLobule,SubClassOf,InsulaPosteriorLobule                  ,,,
RightInsulaPosteriorLobule,SubClassOf,InsulaPosteriorLobule                  ,,,
PolySpikes,SubClassOf,InterictalDischarge                  ,,,
SharpWave,SubClassOf,InterictalDischarge                  ,,,
Spike,SubClassOf,InterictalDischarge                  ,,,
ArtifactObscuredEEG,SubClassOf,InterIctalPattern                  ,,,
BenignFocalEpileptiformDischargeofChildhood,SubClassOf,InterIctalPattern                  ,,,
Dysmature,SubClassOf,InterIctalPattern                  ,,,
Electrodecrement,SubClassOf,InterIctalPattern                  ,,,
GeneralizedParoxysmalFastActivity,SubClassOf,InterIctalPattern                  ,,,
Hypsarrhythmia,SubClassOf,InterIctalPattern                  ,,,
InterictalDischarge,SubClassOf,InterIctalPattern                  ,,,
PeriodicLateralizedEpileptiformDischarge,SubClassOf,InterIctalPattern                  ,,,
PhotoparoxysmalResponse,SubClassOf,InterIctalPattern                  ,,,
SlowActivity,SubClassOf,InterIctalPattern                  ,,,
SpikeWaveComplex,SubClassOf,InterIctalPattern                  ,,,
IntermittentSlowActivityEnd,SubClassOf,IntermittentSlowActivity                  ,,,
IntermittentSlowActivityOnset,SubClassOf,IntermittentSlowActivity                  ,,,
NeuraxisGanglion,SubClassOf,InternalGrayMatterComponent                  ,,,
ParvalbuminExpressingInterneuron,SubClassOf,Interneuron                  ,,,
SomatostatinExpressingInterneuron,SubClassOf,Interneuron                  ,,,
VasoactiveIntestinalPeptideExpressingInterneuron,SubClassOf,Interneuron                  ,,,
AmyloidAngiopathSpontaneousIntracerebralHemorrhage,SubClassOf,IntracerebralHemorrhage                  ,,,
CoagulopathyHemorrhage,SubClassOf,IntracerebralHemorrhage                  ,,,
HypertensiveSpontaneousIntracerebralHemorrhage,SubClassOf,IntracerebralHemorrhage                  ,,,
HighFrequencyOscillation,SubClassOf,IntraCranialEEGData                  ,,,
ElectrodeAL3,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAL4,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAL5,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAM5,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAM6,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAM7,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAP5,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAP6,SubClassOf,IntracranialElectrode                  ,,,
ElectrodeAP7,SubClassOf,IntracranialElectrode                  ,,,
Sphenoidal,SubClassOf,IntracranialElectrode                  ,,,
IntraCranialEEGData,SubClassOf,IntraCranialERPData                  ,,,
AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor,SubClassOf,IonotropicGlutamateReceptor                  ,,,
N-Methyl-D-AspartateReceptor1,SubClassOf,IonotropicGlutamateReceptor                  ,,,
JitteryPhaseEnd,SubClassOf,JitteryPhase                  ,,,
JitteryPhaseOnset,SubClassOf,JitteryPhase                  ,,,
FrontopolarEpilepsy,SubClassOf,LateralFrontalEpilepsy                  ,,,
PrefrontalEpilepsy,SubClassOf,LateralFrontalEpilepsy                  ,,,
PremotorEpilepsy,SubClassOf,LateralFrontalEpilepsy                  ,,,
LeftLateralFrontalLobeSegment,SubClassOf,LateralFrontalLobeSegment                  ,,,
RightLateralFrontalLobeSegment,SubClassOf,LateralFrontalLobeSegment                  ,,,
Automatism,SubClassOf,LateralizingSign                  ,,,
IctalDystonia,SubClassOf,LateralizingSign                  ,,,
IctalNystagmus,SubClassOf,LateralizingSign                  ,,,
IctalSpeech,SubClassOf,LateralizingSign                  ,,,
IpsilateralIctalBlinking,SubClassOf,LateralizingSign                  ,,,
LateralizingSignVersion,SubClassOf,LateralizingSign                  ,,,
m2e,SubClassOf,LateralizingSign                  ,,,
ParadoxicalClonus,SubClassOf,LateralizingSign                  ,,,
PeriictalHeadache,SubClassOf,LateralizingSign                  ,,,
PeriictalWaterDrinking,SubClassOf,LateralizingSign                  ,,,
PostictalAphasia,SubClassOf,LateralizingSign                  ,,,
PostictalMemoryDysfunction,SubClassOf,LateralizingSign                  ,,,
PostictalNoseWiping,SubClassOf,LateralizingSign                  ,,,
PostictalToddsParalysis,SubClassOf,LateralizingSign                  ,,,
SignOfFour,SubClassOf,LateralizingSign                  ,,,
ToddsParalysis,SubClassOf,LateralizingSign                  ,,,
UnilateralAutomatism,SubClassOf,LateralizingSign                  ,,,
UnilateralEpilepticSpasm,SubClassOf,LateralizingSign                  ,,,
LeftLateralOccipitalLobeSegment,SubClassOf,LateralOccipitalLobeSegment                  ,,,
RightLateralOccipitalLobeSegment,SubClassOf,LateralOccipitalLobeSegment                  ,,,
LeftLateralParietalLobeSegment,SubClassOf,LateralParietalLobeSegment                  ,,,
RightLateralParietalLobeSegment,SubClassOf,LateralParietalLobeSegment                  ,,,
LeftLateralTemporalLobeSegment,SubClassOf,LateralTemporalLobeSegment                  ,,,
RightLateralTemporalLobeSegment,SubClassOf,LateralTemporalLobeSegment                  ,,,
LeftLeg,SubClassOf,Leg                  ,,,
RightLeg,SubClassOf,Leg                  ,,,
DendriticCell,SubClassOf,Leukocyte                  ,,,
GranularLeukocyte,SubClassOf,Leukocyte                  ,,,
Lymphocyte,SubClassOf,Leukocyte                  ,,,
Macrophage,SubClassOf,Leukocyte                  ,,,
MononuclearCell,SubClassOf,Leukocyte                  ,,,
MyeloidLeukocyte,SubClassOf,Leukocyte                  ,,,
Splenocyte,SubClassOf,Leukocyte                  ,,,
FlashLightStimulus,SubClassOf,Light                  ,,,
PatternLightStimulus,SubClassOf,Light                  ,,,
LeftLimbicLobe,SubClassOf,LimbicLobe                  ,,,
RightLimbicLobe,SubClassOf,LimbicLobe                  ,,,
CingulateGyrus,SubClassOf,LimbicLobeGyrus                  ,,,
Hippocampus,SubClassOf,LimbicLobeGyrus                  ,,,
HippocampusSegment,SubClassOf,LimbicLobeGyrusSegment                  ,,,
Subiculum,SubClassOf,LimbicLobeGyrusSegment                  ,,,
FreeLimbSegment,SubClassOf,LimbSegment                  ,,,
PectoralGirdleSubdivision,SubClassOf,LimbSegment                  ,,,
Myelin,SubClassOf,Lipoprotein                  ,,,
LeftLittleFinger,SubClassOf,LittleFinger                  ,,,
RightLittleFinger,SubClassOf,LittleFinger                  ,,,
LeftLittleToe,SubClassOf,LittleToe                  ,,,
RightLittleToe,SubClassOf,LittleToe                  ,,,
BCell,SubClassOf,Lymphocyte                  ,,,
TCell,SubClassOf,Lymphocyte                  ,,,
Astrocyte,SubClassOf,MacroglialCell                  ,,,
NerveGlialAntigen2,SubClassOf,MacroglialCell                  ,,,
Oligodendrocyte,SubClassOf,MacroglialCell                  ,,,
DynamicContrast-enhancedMagneticResonanceImaging,SubClassOf,MagneticResonanceImaging                  ,,,
FunctionalMagneticResonanceImaging,SubClassOf,MagneticResonanceImaging                  ,,,
MagneticResonanceAngiography,SubClassOf,MagneticResonanceImaging                  ,,,
StructuralImaging,SubClassOf,MagneticResonanceImaging                  ,,,
FunctionalNearInfraredSpectroscopy,SubClassOf,MagneticResonanceSpectroscopy                  ,,,
NeuronalLoss,SubClassOf,makesUseOf NeuronalNuclei                 ,,,
PostictalNoseWiping,SubClassOf,makesUseOf (LeftHand or RightHand)               ,,,
AnatomicalStructure,SubClassOf,MaterialAnatomicalEntity                  ,,,
MorphologicallyAlteredBodyStructure,SubClassOf,MaterialAnatomicalEntity                  ,,,
HumanMeasurementMethod,SubClassOf,MeasurementMethod                  ,,,
ModelSystemPhysiologyMeasurementMethod,SubClassOf,MeasurementMethod                  ,,,
Astrogliosis,SubClassOf,MeasurementUnit                  ,,,
NeuronalLoss,SubClassOf,MeasurementUnit                  ,,,
SeizureFrequencyCategory,SubClassOf,MeasurementUnit                  ,,,
TimeUnit,SubClassOf,MeasurementUnit                  ,,,
WorldHealthOrganizationGrading,SubClassOf,MeasurementUnit                  ,,,
CuneateTubercle,SubClassOf,MedullaOblongata                  ,,,
GracileTubercle,SubClassOf,MedullaOblongata                  ,,,
MedullaPyramid,SubClassOf,MedullaOblongata                  ,,,
RetroOlivaryArea,SubClassOf,MedullaOblongata                  ,,,
SupplementaryMotorAreaEpilepsy,SubClassOf,MesialFrontalEpilepsy                  ,,,
LeftMesialFrontalLobeSegment,SubClassOf,MesialFrontalLobeSegment                  ,,,
RightMesialFrontalLobeSegment,SubClassOf,MesialFrontalLobeSegment                  ,,,
LeftMesialOccipitalLobeSegment,SubClassOf,MesialOccipitalLobeSegment                  ,,,
RightMesialOccipitalLobeSegment,SubClassOf,MesialOccipitalLobeSegment                  ,,,
LeftMesialParietalLobeSegment,SubClassOf,MesialParietalLobeSegment                  ,,,
MedialParietalLobe,SubClassOf,MesialParietalLobeSegment                  ,,,
RightMesialParietalLobeSegment,SubClassOf,MesialParietalLobeSegment                  ,,,
LeftMesialTemporalLobeSegment,SubClassOf,MesialTemporalLobeSegment                  ,,,
RightMesialTemporalLobeSegment,SubClassOf,MesialTemporalLobeSegment                  ,,,
SubstanceAbuse,SubClassOf,MetabolicCause                  ,,,
LateralGeniculateBodySegment,SubClassOf,MetathalamusSegment                  ,,,
MedialGeniculateBodySegment,SubClassOf,MetathalamusSegment                  ,,,
Cerebellum,SubClassOf,MetencephalonSegment                  ,,,
CerebellumSegment,SubClassOf,MetencephalonSegment                  ,,,
LateralLemniscusTrigone,SubClassOf,MetencephalonZone                  ,,,
LemniscalTrigone,SubClassOf,MetencephalonZone                  ,,,
PontineTegmentumPostremaArea,SubClassOf,MetencephalonZone                  ,,,
PontocerebellarTrigone,SubClassOf,MetencephalonZone                  ,,,
ImmatureMicroglialCell,SubClassOf,MicroglialCell                  ,,,
MatureMicroglialCell,SubClassOf,MicroglialCell                  ,,,
LeftMidCingulateSegment,SubClassOf,MidCingulateSegment                  ,,,
RightMidCingulateSegment,SubClassOf,MidCingulateSegment                  ,,,
Inion,SubClassOf,MiddleAnatomicalPointofSkull                  ,,,
Nasion,SubClassOf,MiddleAnatomicalPointofSkull                  ,,,
LeftMiddleFinger,SubClassOf,MiddleFinger                  ,,,
RightMiddleFinger,SubClassOf,MiddleFinger                  ,,,
Forearm,SubClassOf,MiddleFreeLimbSegment                  ,,,
Leg,SubClassOf,MiddleFreeLimbSegment                  ,,,
AnaplasticOligoastrocytoma,SubClassOf,MixedAstrocyticOligodendroglial                  ,,,
Oligoactrocytoma,SubClassOf,MixedAstrocyticOligodendroglial                  ,,,
CellCulture,SubClassOf,ModelSystem                  ,,,
NonHumanPrimate,SubClassOf,ModelSystem                  ,,,
Organoid,SubClassOf,ModelSystem                  ,,,
Rabbit,SubClassOf,ModelSystem                  ,,,
Rodent,SubClassOf,ModelSystem                  ,,,
Slice,SubClassOf,ModelSystem                  ,,,
Zebrafish,SubClassOf,ModelSystem                  ,,,
ContextualandCuedFearConditioning,SubClassOf,ModelSystemAnxietyScale                  ,,,
ElevatedPlusMaze,SubClassOf,ModelSystemAnxietyScale                  ,,,
NoveltySuppressedFeeding,SubClassOf,ModelSystemAnxietyScale                  ,,,
OpenField,SubClassOf,ModelSystemAnxietyScale                  ,,,
PanicAttacks,SubClassOf,ModelSystemAnxietyScale                  ,,,
StressInducedHyperthermia,SubClassOf,ModelSystemAnxietyScale                  ,,,
ObjectBurying,SubClassOf,ModelSystemAutismScale                  ,,,
ReversalLearninginT-Maze,SubClassOf,ModelSystemAutismScale                  ,,,
SelfGrooming,SubClassOf,ModelSystemAutismScale                  ,,,
SocialTransmissionofFoodPreference,SubClassOf,ModelSystemAutismScale                  ,,,
ThreeChamberTest,SubClassOf,ModelSystemAutismScale                  ,,,
UltrasonicVocalizationsDdults,SubClassOf,ModelSystemAutismScale                  ,,,
UltrasonicVocalizationsPups,SubClassOf,ModelSystemAutismScale                  ,,,
8-OH-DPAT-InducedHypothermia,SubClassOf,ModelSystemDepressionScale                  ,,,
CombinedDexamethasoneCorticotropinReleasingHormoneTest,SubClassOf,ModelSystemDepressionScale                  ,,,
EndocrineResponseToTheImmobilizationStress,SubClassOf,ModelSystemDepressionScale                  ,,,
ForcedSwimTest,SubClassOf,ModelSystemDepressionScale                  ,,,
SexualBehaviorMales,SubClassOf,ModelSystemDepressionScale                  ,,,
SleepStructure,SubClassOf,ModelSystemDepressionScale                  ,,,
TailSuspensionTest,SubClassOf,ModelSystemDepressionScale                  ,,,
TastePreferenceTest,SubClassOf,ModelSystemDepressionScale                  ,,,
ModelSystemAnxietyScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  ,,,
ModelSystemAutismScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  ,,,
ModelSystemDepressionScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  ,,,
FrameshiftVariant,SubClassOf,MolecularConsequence                  ,,,
InframeDeletionVariant,SubClassOf,MolecularConsequence                  ,,,
InframeIndelVariant,SubClassOf,MolecularConsequence                  ,,,
InframeInsertionVariant,SubClassOf,MolecularConsequence                  ,,,
MissenseVariant,SubClassOf,MolecularConsequence                  ,,,
NonsenseVariant,SubClassOf,MolecularConsequence                  ,,,
Splice-DA,SubClassOf,MolecularConsequence                  ,,,
StopLostVariant,SubClassOf,MolecularConsequence                  ,,,
SynonymousVariant,SubClassOf,MolecularConsequence                  ,,,
DegenerativeAbnormality,SubClassOf,MorphologicallyAbnormalStructure                  ,,,
Apoptosis,SubClassOf,MorphologicallyAlteredBodyStructure                  ,,,
MorphologicallyAbnormalStructure,SubClassOf,MorphologicallyAlteredBodyStructure                  ,,,
ComplexMotorEpisode,SubClassOf,MotorEpisode                  ,,,
SimpleMotorEpisode,SubClassOf,MotorEpisode                  ,,,
ComplexMotorSeizure,SubClassOf,MotorSeizure                  ,,,
SimpleMotorSeizure,SubClassOf,MotorSeizure                  ,,,
ComplexMotorStatus,SubClassOf,MotorStatus                  ,,,
SimpleMotorStatus,SubClassOf,MotorStatus                  ,,,
EpilepsyOfInfancyWithMigratingFocalSeizures,SubClassOf,MultiFocalEpilepsy                  ,,,
FamilialFocalEpilepsyWithVariableFoci,SubClassOf,MultiFocalEpilepsy                  ,,,
HemiconvulsionHemiplegiaEpilepsy,SubClassOf,MultiFocalEpilepsy                  ,,,
OtherMultiFocalEpilepsy,SubClassOf,MultiFocalEpilepsy                  ,,,
RasmussenSyndrome,SubClassOf,MultiFocalEpilepsy                  ,,,
CentralMyelin,SubClassOf,Myelin                  ,,,
PeripheralMyelin,SubClassOf,Myelin                  ,,,
EyelidMyoclonia,SubClassOf,MyoclonicSeizure                  ,,,
HeartMyocyte,SubClassOf,Myocyte                  ,,,
ElectrophysiologicalModality,SubClassOf,NervousSystemMeasurementModality                  ,,,
ImagingModality,SubClassOf,NervousSystemMeasurementModality                  ,,,
GlialCell,SubClassOf,NeuralCell                  ,,,
NeuralPrecusorCell,SubClassOf,NeuralCell                  ,,,
Neuroblast,SubClassOf,NeuralCell                  ,,,
Neuron,SubClassOf,NeuralCell                  ,,,
RadialGlialCell,SubClassOf,NeuralPrecusorCell                  ,,,
MetencephalonSegment,SubClassOf,NeuraxisCellPartCluster                  ,,,
NeuraxisGrayMatter,SubClassOf,NeuraxisCellPartCluster                  ,,,
NeuraxisZone,SubClassOf,NeuraxisCellPartCluster                  ,,,
TelencephalonBasalGanglion,SubClassOf,NeuraxisGanglion                  ,,,
InternalGrayMatterComponent,SubClassOf,NeuraxisGrayMatter                  ,,,
Brain,SubClassOf,NeuraxisSegment                  ,,,
BrainSegment,SubClassOf,NeuraxisSegment                  ,,,
DiencephalonZone,SubClassOf,NeuraxisZone                  ,,,
MedullaOblongata,SubClassOf,NeuraxisZone                  ,,,
MetencephalonZone,SubClassOf,NeuraxisZone                  ,,,
TelencephalonZone,SubClassOf,NeuraxisZone                  ,,,
AbnormalNeurologicalExamFinding,SubClassOf,NeurologicalExamFinding                  ,,,
NormalNeurologicalExamFinding,SubClassOf,NeurologicalExamFinding                  ,,,
DysmorphicNeurons,SubClassOf,Neuron                  ,,,
GranuleCell,SubClassOf,Neuron                  ,,,
Interneuron,SubClassOf,Neuron                  ,,,
PrincipalNeuron,SubClassOf,Neuron                  ,,,
PyramidalNeuron,SubClassOf,Neuron                  ,,,
ModerateNeuronalLoss,SubClassOf,NeuronalLoss                  ,,,
NoNeuronalLoss,SubClassOf,NeuronalLoss                  ,,,
SevereNeuronalLoss,SubClassOf,NeuronalLoss                  ,,,
AttentionDeficitHyperactivityDisorder,SubClassOf,NeuropsychiatricProblem                  ,,,
BipolarDisorder,SubClassOf,NeuropsychiatricProblem                  ,,,
Depression,SubClassOf,NeuropsychiatricProblem                  ,,,
DevelopmentalLanguageDisorder,SubClassOf,NeuropsychiatricProblem                  ,,,
ObsessiveCompulsiveDisorder,SubClassOf,NeuropsychiatricProblem                  ,,,
OppositionalDefiantDisorder,SubClassOf,NeuropsychiatricProblem                  ,,,
Schizophrenia,SubClassOf,NeuropsychiatricProblem                  ,,,
Cannabinoid,SubClassOf,NeuroTransmitter                  ,,,
LentiformNodularHeterotopia,SubClassOf,NodularHeterotopia                  ,,,
SubventricularNodularHeterotopia,SubClassOf,NodularHeterotopia                  ,,,
BehavioralArrest,SubClassOf,NonConvulsiveSeizure                  ,,,
CognitiveSeizure,SubClassOf,NonConvulsiveSeizure                  ,,,
EmotionalSeizure,SubClassOf,NonConvulsiveSeizure                  ,,,
SensorySeizure,SubClassOf,NonConvulsiveSeizure                  ,,,
EpendymalTumor,SubClassOf,NonDiffuseGlioma                  ,,,
OtherAstrocyticTumor,SubClassOf,NonDiffuseGlioma                  ,,,
OtherGlioma,SubClassOf,NonDiffuseGlioma                  ,,,
AutonomicEpisode,SubClassOf,NonEpilepticSeizure                  ,,,
DialepticEpisode,SubClassOf,NonEpilepticSeizure                  ,,,
MotorEpisode,SubClassOf,NonEpilepticSeizure                  ,,,
SpecialEpisode,SubClassOf,NonEpilepticSeizure                  ,,,
SubClinicalEpisode,SubClassOf,NonEpilepticSeizure                  ,,,
Baboon,SubClassOf,NonHumanPrimate                  ,,,
Macaque,SubClassOf,NonHumanPrimate                  ,,,
Monkey,SubClassOf,NonHumanPrimate                  ,,,
Thrombocyte,SubClassOf,NonNucleatedCell                  ,,,
AnatomicalContainment,SubClassOf,Non-physicalAnatomicalEntity                  ,,,
AnatomicalCoordinate,SubClassOf,Non-physicalAnatomicalEntity                  ,,,
ActivationProcedure,SubClassOf,NormalElectroencephalogramPattern                  ,,,
AlphaRhythm,SubClassOf,NormalElectroencephalogramPattern                  ,,,
AnteriorSlowActivityinChildren,SubClassOf,NormalElectroencephalogramPattern                  ,,,
BetaActivity,SubClassOf,NormalElectroencephalogramPattern                  ,,,
DeltaRhythm,SubClassOf,NormalElectroencephalogramPattern                  ,,,
LambdaWave,SubClassOf,NormalElectroencephalogramPattern                  ,,,
MuRhythm,SubClassOf,NormalElectroencephalogramPattern                  ,,,
PosteriorSlowWavesofYouth,SubClassOf,NormalElectroencephalogramPattern                  ,,,
SleepRelatedElectroencephalogramPattern,SubClassOf,NormalElectroencephalogramPattern                  ,,,
TemporalSlowActivity,SubClassOf,NormalElectroencephalogramPattern                  ,,,
ThetaActivity,SubClassOf,NormalElectroencephalogramPattern                  ,,,
MolecularImaging,SubClassOf,NuclearMedicineImaging                  ,,,
PositronEmissionTomography,SubClassOf,NuclearMedicineImaging                  ,,,
SinglePhotonImaging,SubClassOf,NuclearMedicineImaging                  ,,,
Erythrocyte,SubClassOf,NucleatedCell                  ,,,
Leukocyte,SubClassOf,NucleatedCell                  ,,,
CompulsiveNeurosis,SubClassOf,ObsessiveCompulsiveDisorder                  ,,,
LeftOccipitalLobe,SubClassOf,OccipitalLobe                  ,,,
RightOccipitalLobe,SubClassOf,OccipitalLobe                  ,,,
LateralOccipitalEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  ,,,
MesialOccipitalEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  ,,,
OccipitalPoleEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  ,,,
BasalOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  ,,,
LateralOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  ,,,
MesialOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  ,,,
LeftOccipitalPole,SubClassOf,OccipitalPole                  ,,,
RightOccipitalPole,SubClassOf,OccipitalPole                  ,,,
LeftOccipitalPoleProper,SubClassOf,OccipitalPoleProper                  ,,,
RightOccipitalPoleProper,SubClassOf,OccipitalPoleProper                  ,,,
ProcessualEntity,SubClassOf,Occurrent                  ,,,
TemporalEntity,SubClassOf,Occurrent                  ,,,
IctalDystonia,SubClassOf,occursAt Ictal                 ,,,
ParoxysmalEvent,SubClassOf,occursAt Death                 ,,,
PeriictalHeadache,SubClassOf,occursAt PeriIctal                 ,,,
PostictalAphasia,SubClassOf,occursAt PostIctal                 ,,,
HindLimbExtension,SubClassOf,occursIn Rodent                 ,,,
AnaplasticOligodendroglioma,SubClassOf,Oligodendroglial                  ,,,
Oligodendroglioma,SubClassOf,Oligodendroglial                  ,,,
PolymorphousLow-gradeNeuroepithelialTumoroftheYoung,SubClassOf,Oligodendroglial                  ,,,
OneDimensionalXCoordinateDatum,SubClassOf,OneDimensionalCartesianSpatialCoordinateDatum                  ,,,
CONXCoord2D,SubClassOf,OneDimensionalXCoordinateDatum                  ,,,
CONXCoord3D,SubClassOf,OneDimensionalXCoordinateDatum                  ,,,
COPXCoord2D,SubClassOf,OneDimensionalXCoordinateDatum                  ,,,
COPXCoord3D,SubClassOf,OneDimensionalXCoordinateDatum                  ,,,
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger,SubClassOf,OppositionalDefiantDisorder                  ,,,
OppositionalDefiantDisorderWithoutChronicIrritabilityAnger,SubClassOf,OppositionalDefiantDisorder                  ,,,
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAngerWithLimitedProsocialEmotions,SubClassOf,OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger                  ,,,
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAngerWithNormalProsocialEmotions,SubClassOf,OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger                  ,,,
OppositionalDefiantDisorderWithoutChronicIrritabilityAngerWithLimitedProsocialEmotions,SubClassOf,OppositionalDefiantDisorderWithoutChronicIrritabilityAnger                  ,,,
CerebralCortexRegion,SubClassOf,OrganComponentRegion                  ,,,
GeneticBackground,SubClassOf,OrganismGenotype                  ,,,
OrganismStrain,SubClassOf,OrganismGenotype                  ,,,
Age,SubClassOf,OrganismPhenotype                  ,,,
Gender,SubClassOf,OrganismPhenotype                  ,,,
OrganSegment,SubClassOf,OrganRegion                  ,,,
NeuraxisSegment,SubClassOf,OrganSegment                  ,,,
AnaplasticPleomorphicXanthoastrocytoma,SubClassOf,OtherAstrocyticTumor                  ,,,
PilocyticAstrocytoma,SubClassOf,OtherAstrocyticTumor                  ,,,
PleomorhicXanthoastrocytoma,SubClassOf,OtherAstrocyticTumor                  ,,,
SubependymalGiantCellAstrocytoma,SubClassOf,OtherAstrocyticTumor                  ,,,
AngiocentricGlioma,SubClassOf,OtherGlioma                  ,,,
Astroblastoma,SubClassOf,OtherGlioma                  ,,,
IsomorphicAstrocytoma,SubClassOf,OtherGlioma                  ,,,
Occurrent,SubClassOf,owl:Thing                  ,,,
LeftParietalLobe,SubClassOf,ParietalLobe                  ,,,
RightParietalLobe,SubClassOf,ParietalLobe                  ,,,
LateralParietalEpilepsy,SubClassOf,ParietalLobeEpilepsy                  ,,,
MesialParietalEpilepsy,SubClassOf,ParietalLobeEpilepsy                  ,,,
LateralParietalLobeSegment,SubClassOf,ParietalLobeSegment                  ,,,
MesialParietalLobeSegment,SubClassOf,ParietalLobeSegment                  ,,,
AnimalSeizure-likeActivity,SubClassOf,ParoxysmalEvent                  ,,,
BilateralSeizure,SubClassOf,ParoxysmalEvent                  ,,,
ChildhoodFebrileSeizure,SubClassOf,ParoxysmalEvent                  ,,,
ClinicalOnset,SubClassOf,ParoxysmalEvent                  ,,,
ClinicalSeizureEnd,SubClassOf,ParoxysmalEvent                  ,,,
EpilepticSeizure,SubClassOf,ParoxysmalEvent                  ,,,
FocalSeizure,SubClassOf,ParoxysmalEvent                  ,,,
GeneralizedSeizure,SubClassOf,ParoxysmalEvent                  ,,,
NonEpilepticSeizure,SubClassOf,ParoxysmalEvent                  ,,,
SeizureCluster,SubClassOf,ParoxysmalEvent                  ,,,
SpontaneousSeizure,SubClassOf,ParoxysmalEvent                  ,,,
StatusEpilepticus,SubClassOf,ParoxysmalEvent                  ,,,
StimulusInducedSeizure,SubClassOf,ParoxysmalEvent                  ,,,
